,selling_price,km_driven,max_power(bhp),fuel,owner
1879,320000,130000,75.0,1,3
1880,600000,202000,138.08,1,1
1881,1000000,40000,88.5,1,1
1882,110000,70000,60.0,2,4
1883,250000,120000,78.0,2,2
1884,600000,60000,74.0,1,1
1885,165000,60000,67.1,2,1
1886,118000,60000,46.3,2,2
1887,700000,78000,74.0,1,1
1888,585000,80000,83.8,1,2
1889,120000,120000,46.3,2,4
1890,65000,90000,37.0,2,4
1891,150000,100000,46.3,2,2
1892,150000,70000,46.3,2,4
1893,170000,160000,82.0,1,3
1894,250000,120000,120.0,1,3
1895,100000,100000,82.0,1,3
1896,599000,60000,88.76,1,2
1897,250000,135000,147.9,1,3
1898,570000,90000,81.8,2,1
1899,440000,75000,73.9,1,2
1900,300000,185000,100.6,1,2
1901,300000,71717,76.0,2,2
1902,500000,150000,120.0,1,2
1903,660000,55000,74.0,1,1
1904,256000,90000,99.6,2,2
1905,409999,35000,67.0,2,1
1906,1888000,120000,168.5,1,2
1907,250000,100000,62.1,4,2
1908,280000,40000,130.0,2,3
1909,300000,100000,95.0,1,1
1910,900000,120000,147.94,1,1
1911,190000,60000,67.1,2,1
1912,800000,2000,63.0,1,1
1913,450000,100000,75.0,1,1
1914,400000,110000,93.7,1,1
1915,150000,90000,138.1,1,2
1916,200000,84321,70.0,1,1
1917,600000,177000,140.0,1,1
1918,175000,60000,75.0,1,1
1919,99000,205000,69.0,1,2
1920,215000,70000,78.9,2,2
1922,520000,126000,108.45,1,2
1923,2280000,120000,197.0,1,2
1924,285000,70000,70.0,1,1
1925,660000,82000,100.0,1,1
1926,31504,110000,37.0,2,3
1927,515000,45000,83.14,2,2
1928,295000,70000,84.8,1,2
1929,700000,80000,83.8,1,2
1930,1100000,45000,120.0,1,1
1931,300000,60000,68.05,2,1
1932,450000,41800,85.8,2,1
1934,700000,50000,74.02,1,2
1935,250000,40000,68.0,1,1
1936,140000,96000,67.0,2,2
1937,250000,117000,112.0,1,1
1938,210000,110000,68.05,2,2
1939,420000,100000,98.6,1,2
1940,130000,88700,46.3,2,3
1941,320000,70000,97.7,2,2
1942,200000,110000,64.0,2,2
1943,310000,15000,47.3,2,1
1944,200000,80000,65.0,1,2
1945,350000,50000,85.8,2,1
1946,444000,15000,55.2,2,1
1947,300000,25000,53.64,2,1
1948,225000,57000,64.1,1,2
1949,600000,75000,62.1,1,1
1950,260000,26000,73.0,2,1
1951,375000,160000,71.01,1,1
1953,150000,120000,46.3,2,2
1954,110000,50000,46.3,2,2
1955,225000,40000,46.3,2,1
1958,860000,28000,117.3,2,1
1959,650000,50000,74.02,1,1
1960,650000,90000,88.8,1,1
1961,710000,40000,88.7,1,1
1962,430000,113000,99.0,1,1
1963,305000,188000,75.0,1,2
1964,220000,100000,68.0,1,1
1965,150000,225000,90.0,1,3
1966,660000,67000,100.0,1,2
1967,140000,70000,57.6,1,4
1968,1100000,50000,138.03,2,1
1969,2450000,60000,187.7,1,1
1970,625000,34000,108.495,1,1
1971,198000,110000,100.0,2,3
1973,130000,140000,67.1,2,2
1974,540000,100000,116.3,2,2
1975,550000,10000,81.86,2,1
1976,475000,30000,67.04,2,1
1977,2825000,22000,174.33,1,1
1978,2125000,5500,118.0,1,1
1979,3350000,18000,190.0,1,1
1980,1800000,20000,171.5,1,1
1981,540000,7000,68.0,2,1
1982,910000,20000,80.8,1,1
1983,484999,4875,67.04,2,1
1984,1950000,2700,126.2,1,1
1985,950000,58511,88.5,1,1
1986,365000,105000,99.0,1,1
1987,900000,26235,105.0,1,1
1988,919999,26766,108.5,1,1
1989,1900000,1600,141.0,2,1
1990,2950000,46000,170.0,1,1
1991,1075000,23000,121.0,1,1
1992,600000,24522,81.8,2,1
1993,3200000,13663,190.0,1,1
1994,2600000,11000,141.0,1,1
1995,839000,63000,88.5,1,1
1996,635000,2000,74.0,2,1
1997,550000,300000,120.0,1,3
1998,180000,190000,65.0,1,3
1999,650000,80000,98.6,1,1
2000,350000,80000,90.0,2,2
2001,265000,54000,67.05,2,1
2002,330000,30000,67.0,2,1
2003,395000,5000,73.0,2,1
2004,700000,58945,100.0,1,1
2005,300000,90000,68.0,1,1
2006,650000,375000,102.0,1,1
2007,625000,160000,88.76,1,3
2008,425000,80000,103.6,1,2
2009,55000,50000,37.0,2,3
2010,250000,80000,69.01,1,2
2011,459999,156975,62.1,1,1
2012,1594000,5000,86.79,1,1
2013,300000,50000,82.4,2,1
2014,950000,27620,98.59,1,1
2015,484999,120000,120.0,1,1
2016,161000,120000,112.0,1,3
2017,500000,58000,81.86,2,1
2018,350000,50000,97.7,2,1
2019,550000,40000,81.8,2,1
2020,850000,7800,88.7,2,1
2021,240000,50000,47.3,2,1
2022,950000,68000,141.0,1,1
2023,423000,60000,93.7,2,2
2024,90000,74000,85.0,2,2
2025,350000,58000,138.1,1,2
2026,170000,70000,66.1,2,3
2027,450000,70000,86.8,2,1
2028,150000,110000,78.9,2,2
2030,511000,80000,88.73,1,1
2031,850000,59000,93.87,1,1
2032,250000,110000,69.0,1,1
2033,420000,25000,67.04,2,1
2034,180000,55000,47.3,2,1
2035,400000,25000,47.0,1,1
2036,150000,300000,112.0,1,1
2037,500000,143200,99.0,1,1
2038,1689999,60000,170.0,1,1
2039,204999,120000,63.1,1,1
2040,459999,145000,88.5,1,2
2041,600000,30000,81.83,2,1
2042,585000,8000,81.86,2,1
2043,551000,170000,141.0,1,1
2044,525000,100000,74.0,1,1
2045,160000,62000,35.0,2,1
2046,825000,110000,140.0,1,1
2048,600000,80000,72.4,1,2
2049,65000,80000,60.0,2,2
2050,550000,100000,74.0,1,1
2051,650000,120000,63.0,1,1
2052,750000,24000,74.02,1,1
2053,380000,80000,77.0,1,1
2054,400000,138000,126.32,1,1
2055,50000,147000,67.1,2,4
2056,750000,60000,100.0,1,1
2057,150000,80000,62.0,2,1
2058,245000,50000,47.3,2,1
2059,260000,189000,88.76,1,1
2060,411000,90000,103.2,1,2
2061,450000,56000,88.76,1,1
2062,1300000,140000,184.0,1,2
2063,351000,60000,67.04,2,1
2064,550000,130000,140.0,1,1
2065,1300000,140000,184.0,1,2
2073,750000,35000,83.8,1,1
2074,800000,35000,83.8,1,1
2075,350000,156000,138.1,1,1
2076,200000,90000,47.3,2,1
2077,150000,60000,70.0,1,3
2078,800000,36000,108.5,1,1
2079,350000,20000,55.2,2,2
2080,350000,160000,138.0,1,1
2081,250000,185000,116.6,1,1
2082,170000,110000,71.0,1,2
2083,395000,10800,53.3,2,1
2084,450000,120000,62.1,1,1
2085,500000,15000,81.8,2,1
2086,200000,67500,68.0,1,1
2087,1200000,30000,153.86,1,1
2088,400000,50000,77.0,1,1
2089,650000,100000,100.0,1,1
2090,550000,150000,63.0,1,1
2091,1100000,110000,140.0,1,1
2092,254999,30000,47.3,2,1
2093,180000,60000,46.3,2,1
2094,160000,255000,95.0,1,2
2095,225000,120000,123.7,1,2
2096,270000,49900,47.3,2,2
2097,310000,86000,88.8,1,1
2098,225000,71850,67.0,2,1
2099,300000,95000,75.0,1,3
2100,250000,70000,85.8,2,4
2101,180000,35000,55.2,2,1
2102,550000,50000,83.14,2,1
2103,300000,120000,63.0,1,3
2104,900000,145000,126.2,1,1
2106,1530000,40000,138.0,1,1
2107,590000,110000,74.0,1,1
2108,170000,112000,57.5,4,2
2109,2600000,70000,143.0,1,1
2110,475000,110000,73.94,1,1
2111,700000,29000,73.97,1,1
2112,376000,60000,67.1,2,1
2114,75000,46000,37.0,2,4
2115,440000,120000,120.0,1,3
2116,390000,80000,67.04,2,1
2117,725000,159000,102.0,1,2
2118,325000,110000,62.1,1,2
2119,170000,75000,46.3,2,2
2120,215000,120000,73.9,1,3
2121,350000,110000,118.0,2,3
2122,80000,80000,62.0,2,4
2123,195000,80000,55.2,2,2
2125,335000,71000,84.8,1,1
2126,475000,108000,140.0,1,1
2127,484999,75000,83.8,1,1
2128,650000,22000,103.25,2,2
2129,1850000,76131,241.4,1,1
2130,700000,30000,81.83,2,2
2131,3000000,65000,241.4,1,1
2132,900000,60000,75.0,1,1
2133,350000,80000,73.9,1,1
2134,285000,80000,218.0,2,2
2135,1850000,70000,241.4,1,1
2136,750000,51777,88.5,1,1
2137,1650000,64788,115.0,1,1
2138,600000,20000,88.76,2,1
2139,565000,19000,75.0,2,1
2140,86000,46951,53.0,2,1
2141,329000,19000,67.0,2,1
2142,650000,50000,98.59,1,1
2143,822000,60000,126.2,1,1
2144,345000,100000,108.45,1,2
2145,30000,10000,60.0,2,1
2146,330000,50000,74.0,1,2
2147,300000,74537,67.04,2,2
2148,200000,90000,103.3,2,2
2150,90000,70000,62.0,2,2
2151,200000,80000,67.0,2,2
2152,550000,35000,71.0,1,1
2153,250000,23500,76.8,2,1
2154,975000,82000,97.9,1,1
2155,900000,100000,100.6,1,2
2156,610000,15000,81.83,2,1
2157,620000,30000,74.0,1,1
2158,400000,30000,82.0,2,1
2159,500000,11000,67.0,2,1
2160,200000,140000,67.05,2,1
2161,360000,110000,88.7,1,1
2162,252000,48000,67.1,2,1
2163,280000,70000,74.0,1,2
2164,509999,70000,81.8,2,2
2165,1050000,58000,120.0,1,1
2166,200000,40000,57.5,4,4
2167,60000,90000,60.0,2,2
2168,320000,40000,112.0,1,2
2169,520000,110000,120.0,1,1
2170,250000,80000,138.1,1,2
2171,725000,60000,88.5,1,1
2172,585000,50000,62.1,1,1
2173,430000,25000,84.0,2,1
2174,235000,100000,74.0,1,2
2175,350000,52000,73.9,1,3
2176,131000,80000,68.05,2,3
2177,450000,85000,98.6,1,1
2178,750000,83000,88.5,1,1
2179,200000,50000,47.3,2,1
2180,125000,120000,67.0,2,4
2181,500000,100000,62.1,1,1
2182,380000,70000,74.0,1,3
2183,128000,19000,46.3,2,1
2184,250000,68600,118.0,2,3
2185,690000,60000,70.0,1,1
2186,650000,65000,62.1,1,2
2187,560000,40000,116.3,2,2
2189,400000,25000,67.04,2,1
2190,200000,29500,67.1,2,1
2191,950000,13887,121.3,2,1
2192,300000,50000,47.3,2,2
2193,315000,30000,53.3,2,2
2194,220000,100000,47.3,2,1
2195,130000,60000,92.7,2,2
2196,595000,60000,88.73,1,2
2197,110000,120000,70.0,1,1
2198,680000,13500,121.36,2,1
2199,280000,52000,75.0,1,1
2200,530000,30000,83.1,2,2
2201,610000,14000,82.0,2,1
2202,500000,90000,147.9,1,2
2203,500000,50000,69.0,1,1
2204,250000,120000,95.0,1,2
2205,325000,10000,55.2,2,1
2206,550000,10000,83.1,2,1
2207,720000,25000,91.1,2,1
2208,950000,20000,121.3,2,1
2209,350000,60000,74.0,1,1
2210,500000,40000,81.86,2,1
2211,380000,60000,73.9,1,1
2212,380000,50000,82.0,2,1
2213,900000,20000,121.3,2,1
2214,295000,35000,47.3,2,1
2215,640000,40000,88.5,1,1
2216,790000,60000,108.5,1,1
2217,625000,20000,121.4,2,1
2218,604000,30000,121.36,2,2
2219,315000,29000,67.05,2,1
2220,950000,17000,115.0,1,1
2221,400000,50000,67.04,2,1
2222,700000,42000,98.63,2,1
2223,700000,120000,102.0,1,2
2224,260000,110000,65.0,1,1
2225,200000,90000,70.0,1,1
2226,580000,70000,88.5,2,1
2227,330000,66000,105.0,1,2
2228,400000,70000,110.0,1,3
2229,1350000,5000,121.3,2,1
2230,250000,50000,65.0,1,2
2231,725000,25000,103.2,2,1
2232,300000,70000,74.0,1,1
2233,120000,40000,37.0,2,2
2234,1175000,110000,140.0,1,1
2235,380000,150000,138.0,1,1
2236,400000,45000,70.0,1,1
2237,140000,90000,70.0,1,3
2238,229999,140000,138.1,1,2
2239,110000,83000,70.0,2,2
2240,550000,106000,138.1,1,2
2241,150000,60000,74.9,2,4
2242,265000,40000,34.2,2,2
2243,300000,138000,80.0,2,3
2244,280000,80000,47.3,2,1
2245,130000,50000,83.0,2,2
2246,350000,50000,82.4,2,1
2247,200000,120000,85.8,2,1
2248,550000,24400,81.8,2,1
2249,400000,60000,62.1,1,2
2250,170000,120000,85.8,2,2
2251,600000,60000,88.7,1,2
2252,130000,100000,46.3,2,2
2254,100000,120000,37.0,2,2
2255,310000,27500,53.3,2,1
2256,35000,10000,37.0,2,1
2257,200000,120000,80.0,2,3
2259,650000,80000,88.73,1,1
2260,210000,120000,64.1,2,1
2261,509999,90000,71.01,1,1
2262,229999,70000,68.1,1,1
2263,409999,188000,108.45,1,2
2264,130000,67840,62.0,2,1
2265,95000,30000,37.48,2,1
2266,225000,35000,47.3,2,2
2268,775000,100000,88.5,1,1
2269,420000,30000,67.04,2,1
2270,480000,70000,82.0,2,1
2272,260000,380000,63.0,1,2
2274,600000,15000,74.0,2,1
2275,140000,140000,68.0,1,2
2276,130000,120000,35.0,2,3
2277,195000,112880,74.0,1,1
2278,210000,135000,70.0,1,2
2279,130000,80000,67.1,2,3
2280,141000,128000,79.4,2,3
2281,280000,120000,63.0,1,1
2282,350000,30000,103.2,2,1
2283,575000,70000,108.5,2,1
2284,550000,41000,81.83,2,1
2286,120000,30000,46.3,2,2
2287,320000,30000,67.05,2,1
2288,250000,35000,93.7,2,1
2289,300000,22000,104.68,2,1
2290,250000,70000,67.1,2,1
2292,750000,70000,70.0,1,1
2293,151000,200000,120.0,1,2
2294,300000,120000,138.03,1,1
2295,577000,3000,81.8,2,1
2296,229999,50000,67.1,2,1
2297,500000,50000,62.1,1,1
2298,840000,1500,88.7,2,1
2299,900000,74000,108.6,1,1
2300,650000,25000,88.7,2,1
2301,650000,61915,98.6,1,1
2302,250000,110000,55.2,2,1
2303,550000,70000,88.0,1,1
2304,250000,150000,75.0,1,4
2305,350000,110000,100.0,1,2
2306,185000,90000,56.3,1,2
2307,229999,120000,70.0,2,3
2308,1000000,65000,100.6,1,1
2309,490000,10000,81.8,2,1
2310,150000,80000,78.9,2,2
2311,600000,184000,88.76,1,1
2312,270000,80000,58.33,3,2
2313,60000,70000,60.0,2,2
2314,150000,89000,104.68,2,2
2316,525000,69000,74.0,1,2
2318,83000,90000,69.0,1,2
2319,300000,8000,55.2,2,1
2320,350000,35000,80.0,2,1
2321,300000,45000,80.0,2,1
2322,250000,30000,91.2,1,1
2323,114999,59000,37.0,2,2
2324,700000,6200,103.0,2,1
2325,250000,120000,67.0,2,2
2326,350000,70000,67.04,2,1
2327,80000,70000,35.0,2,1
2328,850000,110000,75.0,1,1
2330,90000,93000,62.0,2,3
2331,600000,110000,72.4,1,1
2332,135000,57000,46.3,2,1
2333,150000,120000,94.0,2,1
2337,240000,120000,85.8,2,1
2338,946000,60000,88.7,1,1
2339,215000,70000,69.0,1,1
2340,50000,60000,60.0,2,4
2341,310000,100000,98.6,1,1
2342,220000,35000,78.9,2,1
2343,195000,90000,75.0,1,3
2344,650000,50000,81.86,2,1
2345,350000,98000,80.0,2,1
2346,360000,30000,82.85,2,1
2347,550000,50000,147.5,2,2
2348,490000,26000,82.0,2,1
2349,195000,46000,46.3,2,2
2350,125000,80000,46.3,2,4
2351,459999,10000,84.0,2,1
2352,275000,16700,47.3,2,1
2353,680000,70000,74.02,1,1
2354,600000,7967,83.14,2,1
2355,720000,20000,81.8,2,1
2357,356000,9656,53.3,2,1
2358,225000,50000,68.05,2,1
2359,725000,17000,98.63,1,1
2360,130000,50000,62.0,2,1
2361,300000,10000,53.3,2,1
2362,400000,43000,82.85,2,2
2363,550000,50000,88.7,1,1
2364,120000,90000,67.0,2,2
2365,409999,100000,112.0,1,2
2366,110000,80000,62.1,2,2
2367,450000,120000,62.1,1,1
2368,610000,5000,81.8,2,1
2369,515000,68609,89.84,1,1
2370,925000,33360,98.59,1,1
2371,860000,14317,104.55,2,1
2372,225000,87237,68.05,1,2
2373,500000,62960,99.0,1,1
2374,600000,26634,81.8,2,1
2375,195000,163720,68.0,1,1
2376,265000,67998,67.1,2,1
2377,650000,20706,98.63,1,1
2378,415000,100581,99.0,1,1
2379,600000,67303,83.8,1,1
2380,340000,79139,85.8,2,1
2381,350000,84784,70.0,1,1
2382,265000,130376,73.94,1,2
2383,625000,72000,138.03,1,1
2384,245000,127000,110.0,1,2
2385,395000,120000,74.0,1,1
2387,490000,100000,71.0,1,1
2389,955000,40000,88.5,1,1
2390,525000,110000,74.0,1,1
2391,550000,30000,84.0,2,1
2392,200000,120000,70.0,1,2
2393,500000,15000,86.8,2,1
2394,825000,33500,88.5,1,1
2395,250000,70000,100.0,1,1
2396,600000,10000,78.8,2,1
2397,1325000,22053,120.0,1,1
2398,770000,50000,100.0,1,1
2399,415000,78432,123.7,1,1
2400,825000,125000,194.3,1,2
2401,530000,80000,99.23,1,1
2402,425000,270000,102.0,1,3
2403,310000,50000,86.8,2,2
2404,390000,20000,84.0,2,1
2405,700000,30000,121.3,2,1
2406,200000,70000,68.05,2,2
2407,1050000,7200,100.6,1,1
2408,580000,97000,98.6,1,1
2409,200000,60000,55.2,2,2
2410,245000,25000,84.8,2,1
2411,210000,94000,78.9,2,2
2412,50000,90000,94.0,2,2
2413,700000,50000,184.0,1,2
2414,660000,35000,74.0,1,1
2415,630000,117500,117.3,2,2
2416,950000,78500,140.0,1,1
2417,740000,8000,81.83,2,1
2418,570000,25000,86.8,2,1
2419,450000,60000,126.32,1,3
2420,390000,10000,67.0,2,1
2421,180000,70000,92.0,2,2
2422,130000,60000,37.48,2,1
2423,270000,70000,78.0,2,2
2424,60000,25000,37.0,2,3
2425,170000,90000,103.2,2,3
2426,978999,90000,126.2,1,1
2427,490000,25000,84.0,2,1
2428,280000,60000,88.7,1,2
2429,390000,25000,84.0,2,1
2430,170000,60000,47.3,2,4
2431,45000,70000,62.0,2,1
2432,640000,80000,88.5,1,2
2433,650000,110000,75.0,1,2
2434,500000,115717,120.0,1,1
2435,90000,110000,68.0,1,2
2436,480000,70000,147.9,1,2
2437,630000,4000,81.8,2,1
2438,250000,50000,78.9,2,1
2439,330000,70000,82.0,2,4
2440,180000,70000,78.9,2,2
2441,210000,50000,80.0,2,2
2442,550000,55000,74.0,1,1
2443,950000,5000,108.5,2,1
2444,430000,100000,62.1,1,2
2445,348000,23000,78.9,2,2
2446,196000,60000,47.3,2,2
2447,150000,70000,67.0,2,2
2449,150000,60000,67.0,2,2
2450,1250000,100000,153.86,1,1
2451,600000,90000,88.76,1,3
2452,65000,26432,37.48,2,1
2453,220000,46702,34.2,2,1
2454,220000,46706,34.2,2,1
2455,110000,53523,64.4,2,1
2456,175000,56365,56.3,1,1
2457,160000,49563,62.1,2,1
2458,65000,56432,37.0,2,1
2459,60000,52365,37.0,2,2
2460,120000,53512,46.3,2,2
2462,1000000,40000,184.0,1,1
2463,220000,46533,67.1,2,1
2465,114999,58632,35.0,2,2
2467,850000,80000,140.0,1,2
2468,750000,70000,88.5,1,1
2469,265000,90000,67.0,2,1
2470,450000,110000,99.6,2,2
2471,225000,90000,100.0,1,1
2472,1125000,70000,120.0,1,1
2473,270000,80000,85.0,2,1
2474,130000,78000,46.3,2,1
2475,660000,45000,70.0,1,1
2476,240000,50000,67.05,2,2
2477,275000,58000,47.3,2,1
2478,750000,120000,102.0,1,1
2479,65000,30000,76.0,2,2
2480,850000,162000,147.94,1,1
2481,300000,50000,58.16,3,2
2482,555000,25000,81.83,2,2
2483,825000,60000,120.0,1,1
2484,150000,70000,62.1,4,3
2485,185000,138000,73.9,1,2
2486,180000,70000,78.9,2,2
2487,160000,48000,46.3,2,2
2488,500000,110000,153.86,1,1
2489,375000,88000,74.0,1,2
2490,900000,68000,100.6,1,1
2491,459999,70000,82.0,2,1
2492,480000,80000,83.8,1,1
2493,320000,100000,74.0,1,3
2494,370000,96000,74.0,1,2
2496,75000,30000,60.0,2,3
2497,400000,60000,73.94,1,3
2499,425000,65000,74.0,1,1
2500,325000,48000,67.04,2,1
2501,350000,65300,82.0,2,2
2502,600000,40000,81.83,2,1
2503,120000,60000,57.6,1,2
2504,200000,70000,67.1,2,2
2505,100000,70000,46.3,2,3
2506,350000,70000,70.0,1,2
2507,85000,150000,46.3,2,2
2508,399000,10000,67.05,2,1
2509,580000,56000,126.3,1,1
2510,290000,30000,53.64,2,1
2511,380000,50000,82.0,2,2
2512,200000,120000,68.0,1,1
2513,390000,40000,58.16,3,1
2514,500000,27500,81.86,2,1
2515,520000,73000,88.76,1,1
2516,650000,75000,74.0,1,1
2517,380000,5000,67.0,2,1
2518,275000,50000,58.2,4,1
2519,520000,70000,74.0,1,1
2520,610000,60000,74.0,1,1
2521,85000,110000,67.1,2,1
2522,490000,95000,83.8,1,1
2523,229999,34000,55.2,2,2
2524,411000,25000,82.0,2,1
2525,362000,120000,61.7,3,2
2526,550000,31000,67.06,1,1
2527,459999,70000,58.16,3,1
2528,190000,47000,85.8,2,1
2529,499000,5000,68.0,2,1
2530,358000,44000,73.0,2,1
2531,278000,120000,67.1,1,2
2532,320000,39395,75.0,1,1
2533,580000,67000,108.5,1,2
2534,1300000,20000,117.6,2,1
2535,825000,40000,98.6,1,1
2536,170000,120000,125.0,2,2
2537,1700000,80000,168.5,1,2
2538,490000,7000,68.0,2,1
2539,1050000,15000,140.0,1,1
2540,210000,50000,76.8,2,1
2541,1250000,30000,120.0,1,1
2542,320000,120000,74.0,1,2
2543,400000,64000,123.7,1,1
2544,320000,120000,73.94,1,1
2545,600000,85000,87.2,1,1
2546,275000,50000,67.1,2,1
2547,170000,59000,46.3,2,2
2548,155000,98000,57.6,1,1
2552,620000,140000,83.8,1,2
2553,530000,50000,81.86,2,1
2554,550000,40000,67.04,1,1
2555,600000,90000,98.6,1,1
2556,649000,117000,140.0,1,3
2557,625000,90000,98.6,1,1
2558,125000,70000,63.0,2,1
2559,305000,230000,72.4,1,2
2560,285000,155000,103.3,2,2
2561,600000,60000,138.03,1,2
2562,426000,110000,82.0,2,1
2563,180000,120000,71.0,1,1
2564,400000,100000,126.32,1,2
2565,120000,40000,79.4,2,2
2566,300000,110000,88.8,1,2
2567,190000,92500,67.1,2,2
2568,310000,20000,47.3,2,1
2569,380000,15000,53.3,2,1
2570,740000,14000,70.0,1,1
2571,260000,35000,53.64,2,1
2572,320000,32000,67.05,2,2
2573,211000,90000,58.16,3,1
2574,650000,35000,81.8,2,1
2575,651000,32500,74.02,1,2
2576,380000,14000,67.05,2,1
2577,160000,70000,56.3,1,3
2578,1270000,20000,121.3,2,1
2579,300000,300000,58.2,4,1
2580,405000,100000,74.0,1,1
2581,850000,64800,140.0,1,1
2582,680000,90000,70.0,1,1
2583,426999,80000,82.0,2,1
2584,525000,248000,88.7,1,1
2585,1019999,60000,100.6,1,2
2586,245000,120000,102.0,1,1
2587,869999,120000,126.2,1,1
2588,160000,66444,58.2,4,1
2589,700000,86000,88.5,1,1
2590,300000,90000,84.8,1,1
2591,175000,218463,130.0,2,1
2592,960000,153000,102.0,1,1
2593,525000,70000,105.0,1,2
2594,345000,60000,70.0,1,1
2595,390000,50000,86.7,2,1
2596,275000,20000,67.0,2,1
2597,310000,35000,82.4,2,1
2598,500000,20000,81.86,2,1
2599,200000,70000,76.9,1,1
2600,650000,53000,88.0,1,1
2601,1031000,60000,97.9,1,1
2602,330000,70000,68.05,2,1
2603,399000,4000,68.0,2,1
2604,250000,103000,78.9,2,1
2605,600000,20000,73.97,1,1
2606,375000,77000,74.0,1,1
2607,375000,90000,103.6,1,1
2608,445000,87185,126.3,1,2
2609,55000,167000,67.1,2,2
2610,611000,77000,88.73,1,1
2611,459999,110000,88.7,1,2
2612,275000,120000,68.0,1,2
2613,185000,170000,62.1,3,1
2614,390000,100000,126.32,1,2
2615,72000,40000,62.0,2,2
2616,90000,50000,52.8,1,1
2617,500000,125000,67.05,1,1
2618,200000,137000,58.2,3,1
2619,1575000,18000,152.87,1,1
2620,511000,30000,82.0,2,1
2621,150000,55000,88.7,2,1
2622,1500000,40000,163.7,2,1
2623,185000,80000,47.3,2,2
2624,550000,30000,83.1,2,1
2625,325000,3564,67.05,2,1
2626,525000,80000,74.0,1,1
2627,1050000,13000,139.01,1,1
2628,300000,120000,69.0,1,1
2629,120000,90000,79.4,2,1
2649,170000,50000,62.1,2,3
2650,320000,42000,69.0,1,1
2651,350000,17000,67.04,2,1
2652,500000,40000,81.8,2,1
2653,135000,137000,70.0,1,2
2654,340000,20000,53.3,2,1
2655,330000,70000,81.86,2,2
2656,350000,48756,103.3,2,2
2657,1850000,30000,168.5,1,2
2658,400000,110000,71.0,1,1
2659,325000,80322,67.0,1,1
2660,1000000,35000,120.0,1,1
2662,350000,70000,88.8,1,2
2683,550000,120000,98.6,1,2
2684,925000,60000,138.1,1,1
2685,509999,97000,120.0,1,2
2686,250000,100000,95.0,1,2
2687,500000,36000,81.86,2,1
2688,1050000,27000,88.7,1,1
2689,490000,50000,74.0,1,1
2690,415000,15000,73.0,2,1
2691,190000,60000,47.3,2,2
2692,680000,120000,74.02,1,1
2693,190000,60000,47.3,2,2
2694,479000,173000,120.0,1,1
2695,270000,60000,47.3,2,2
2696,170000,70000,68.05,2,3
2697,764000,25000,91.1,2,1
2698,710000,30000,62.1,1,1
2699,310000,35000,47.3,2,1
2700,620000,100000,70.0,1,2
2701,280000,31000,55.2,2,2
2702,1500000,80000,168.5,1,2
2703,450000,40000,82.0,2,1
2704,2199000,10000,136.0,1,2
2705,3600000,50000,254.8,1,1
2706,285000,60000,99.6,2,2
2707,465000,210000,102.0,1,2
2708,1100000,60000,181.0,1,2
2709,350000,110000,103.6,1,2
2710,600000,35000,91.1,2,1
2711,570000,35000,83.1,2,1
2712,325000,20000,67.05,2,1
2713,975000,54000,140.0,1,1
2714,480000,60000,81.83,2,1
2715,185000,10300,47.3,2,1
2716,1050000,50000,126.2,1,1
2717,760000,3000,81.8,2,1
2718,570000,5000,75.0,2,1
2720,700000,13000,83.1,2,1
2721,775000,30000,110.4,2,1
2722,750000,60000,258.0,1,2
2723,140000,100000,62.0,2,2
2724,220000,40000,47.3,2,1
2725,184000,15000,62.1,2,1
2727,440000,50000,81.83,2,2
2728,650000,80000,88.73,1,1
2729,660000,50000,100.0,1,1
2730,380000,30000,61.7,3,1
2731,415000,125000,87.2,1,2
2732,225000,110000,68.05,2,1
2733,600000,30000,88.76,1,2
2734,620000,148000,88.8,1,2
2735,750000,35000,100.0,1,1
2736,400000,80000,82.0,2,2
2737,110000,110000,67.1,2,1
2738,119000,95000,70.0,1,2
2739,600000,25000,98.6,1,1
2740,200000,80000,67.1,3,1
2741,280000,60000,88.7,1,2
2742,375000,100000,105.0,2,1
2743,350000,50000,67.0,2,1
2744,620000,31000,73.97,1,1
2745,570000,120000,74.0,1,1
2746,290000,105000,73.9,1,2
2747,711000,120000,88.5,1,1
2748,370000,60000,74.0,1,1
2749,550000,15000,88.5,2,1
2750,325000,150000,85.8,2,2
2751,670000,93000,98.63,1,1
2752,385000,42000,68.05,2,2
2753,114999,80000,62.1,2,2
2754,200000,90000,62.1,2,1
2755,860000,6500,88.5,1,1
2756,600000,60000,74.0,1,1
2757,265000,110000,67.05,2,1
2758,155000,60000,55.23,3,2
2759,900000,60000,88.5,1,1
2760,650000,170000,88.76,1,3
2761,70000,220000,37.0,2,2
2762,180000,80000,47.3,2,1
2763,200000,57000,55.2,2,1
2764,300000,100000,68.05,2,1
2765,650000,40000,121.3,2,1
2766,267000,40000,47.3,2,1
2767,450000,50000,58.16,3,1
2768,400000,90000,82.0,2,2
2769,310000,86000,112.0,1,1
2770,70000,15000,35.0,2,1
2771,675000,70000,62.1,1,2
2772,350000,120000,99.6,2,1
2773,240000,80000,67.05,2,2
2774,185000,80000,69.01,1,2
2775,250000,50000,55.2,2,1
2776,135000,100000,46.3,2,1
2777,500000,80000,126.32,1,1
2778,300000,108957,138.0,1,1
2779,328000,68000,84.0,2,2
2780,509999,65000,62.1,1,1
2781,575000,110000,118.3,1,2
2782,700000,50000,112.0,1,1
2783,105000,100000,67.0,2,3
